country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","24-06-2025 00:00:00",19.0630,73.1209,NH3,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","24-06-2025 00:00:00",19.0630,73.1209,SO2,9,9,9
India,Maharashtra,Pune,"Bhosari, Pune - IITM","24-06-2025 00:00:00",18.640051,73.848956,OZONE,4,15,9
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","24-06-2025 00:00:00",18.605770,73.749976,NO2,12,21,15
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","24-06-2025 00:00:00",18.454450,73.854155,PM2.5,15,22,17
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","24-06-2025 00:00:00",18.530085,73.849598,OZONE,5,53,8
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","24-06-2025 00:00:00",20.94185,86.11510,NO2,18,86,30
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","24-06-2025 00:00:00",31.321907,75.578914,CO,50,60,57
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","24-06-2025 00:00:00","30.736056 ",76.209694,PM10,45,86,64
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","24-06-2025 00:00:00","30.736056 ",76.209694,SO2,4,7,5
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","24-06-2025 00:00:00",30.9028,75.8086,PM2.5,33,266,85
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","24-06-2025 00:00:00",30.9028,75.8086,SO2,11,32,22
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","24-06-2025 00:00:00",30.649961,76.331442,CO,57,106,81
India,Punjab,Patiala,"Model Town, Patiala - PPCB","24-06-2025 00:00:00",30.349388,76.366642,PM2.5,17,49,40
India,Punjab,Patiala,"Model Town, Patiala - PPCB","24-06-2025 00:00:00",30.349388,76.366642,NO2,23,25,23
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","24-06-2025 00:00:00",26.470859,74.646594,PM2.5,37,146,71
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","24-06-2025 00:00:00",28.018792,73.292658,NH3,4,12,7
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","24-06-2025 00:00:00",25.435774,75.644272,PM2.5,8,98,31
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","24-06-2025 00:00:00",25.435774,75.644272,NO2,7,22,13
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","24-06-2025 00:00:00",25.435774,75.644272,CO,16,42,32
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","24-06-2025 00:00:00",24.892047,74.623527,PM2.5,9,32,17
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","24-06-2025 00:00:00",28.296139,74.961696,PM10,21,301,100
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","24-06-2025 00:00:00",28.296139,74.961696,NH3,5,25,11
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","24-06-2025 00:00:00",28.296139,74.961696,SO2,2,4,2
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","24-06-2025 00:00:00",26.470859,74.646594,NO2,28,55,43
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","24-06-2025 00:00:00",26.470859,74.646594,OZONE,7,107,9
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","24-06-2025 00:00:00",27.554793,76.611536,PM10,34,73,47
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","24-06-2025 00:00:00",27.554793,76.611536,NO2,12,38,18
